2;15;MARINS D'EAU DOUCE ROUGE 2019 - DOMAINE PUJOL;6.90;12.5;750;Languedoc-Roussillon
1;15;VIOGNIER 2020 - MARIUS BY M. CHAPOUTIER;8.50;13.5;750;Languedoc-Roussillon
2;16;VIEILLES VIGNES SAUMUR PUY-NOTRE-DAME 2016 - DOMAINE DES MATINES;14.90;12.5;750;Loire
2;16;MOUTON CADET BIO 2019 - BARON PHILIPPE DE ROTHSCHILD;12.95;13.5;750;Bordeaux
2;17;RESERVA CARMENERE 2019 - CASILLERO DEL DIABLO - CONCHA Y TORO;9.00;13.5;750;Chili
3;18;DOMAINE CASANOVA - GRIS ROSE;7.90;12;750;Corse
2;19;MONTAGNE NOIRE 2017 - CHATEAU AUZIAS;8.00;13.5;750;Languedoc-Roussillon
2;20;RASTEAU 2016 - ROMAIN DUVERNAY;15.00;14.5;750;Rhône
2;21;BROUILLY - LES CLOCHERS 2019 - VIGNERONS DE BEL AIR;10.50;13;750;Beaujolais
2;22;CHATEAU MIGNOT 2018 - SECOND VIN DU CHATEAU SERILHAN;17.50;14.5;750;Bordeaux
2;23;CHATEAU TOUR BAYARD 2018;17.50;15;750;Bordeaux
1;23;COLLECTION UNIQUE EDITION SPECIALE 2020 - DOMAINE UBY;7.10;11;750;Sud-Ouest
2;24;CRIANZA 2017 - VEGA DEMARA;7.90;13.5;750;Espagne
2;24;SYRAH 2019 - DOMAINE GAYDA;8.00;13.5;750;Languedoc-Roussillon
2;25;RIOJA CRIANZA 2018 - BODEGAS BURGO VIEJO;9.99;13.5;750;Espagne
3;25;VILLA DES ANGES ROSE 2020 - JEFF CARREL;7.00;12;750;Languedoc-Roussillon
2;26;BARBERA D'ALBA SUPERIORE 2018 - FONTANABIANCA;13.90;14;750;Italie
1;26;CLASSIC 2020 - DOMAINE TARIQUET;6.95;10.5;750;Sud-Ouest
3;27;M DE MINUTY 2020;13.90;13;750;Provence-Alpes-Côte d'Azur
3;28;ROSE 2020 - DOMAINE LA ROSE DES VENTS;8.90;13;750;Provence-Alpes-Côte d'Azur
2;28;YLIRUM 2019 - VEGA DEMARA;6.75;13;750;Espagne
3;28;EDITION SPECIALE ROSE 2020 - DOMAINE UBY;7.50;11.5;750;Sud-Ouest
1;29;SAUVIGNON BLANC - PRIVATE BIN 2020 - VILLA MARIA;14.90;14;750;Nouvelle-Zélande
2;30;MISE DE LA BARONNIE GRAVES ROUGE 2017 - BARON PHILIPPE DE ROTHSCHILD;12.90;12.5;750;Bordeaux
2;30;CABERNET-SAUVIGNON 2020 - VILLA DES ANGES - JEFF CARREL;6.90;14;750;Languedoc-Roussillon
1;30;DOMAINE HORGELUS - LE BAL DES PAPILLONS 2020;7.95;11;750;Sud-Ouest
2;30;UBY N°7 ROUGE MERLOT-TANNAT 2020 - DOMAINE UBY;7.50;13;750;Sud-Ouest
3;30;PLAISIR ROSE 2020 - MAITRES VIGNERONS DE VIDAUBAN;6.40;13;750;Provence-Alpes-Côte d'Azur
2;31;EL PEDAL 2019 - HERMANOS HERNÀIZ;9.90;13.5;750;Espagne
2;32;MADEMOISELLE 2016 - CHATEAU AUZIAS;9.30;13.5;750;Languedoc-Roussillon
2;33;CHATEAU HAUT PRIEUR 2016;11.30;14.5;750;Bordeaux
2;34;CHATEAU PIERRE DE MONTIGNAC 2015 - CRU BOURGEOIS;15.60;13;750;Bordeaux
2;34;COTE MAS ROUGE 2019 - DOMAINES PAUL MAS;7.50;13.5;750;Languedoc-Roussillon
1;34;CHARDONNAY VIOGNIER 2018 - CHATEAU AUZIAS;7.40;13.5;750;Languedoc-Roussillon
1;34;RESERVE BLANC 2019 - PERRIN ET FILS;9.90;13.5;750;Rhône
1;34;COTE MAS BLANC 2019 - DOMAINES PAUL MAS;7.50;12.5;750;Languedoc-Roussillon
2;34;CHATEAU PIERRON 2018;5.95;13.5;750;Bordeaux
1;34;CHARDONNAY 2019 - LES JAMELLES;8.95;13.5;750;Languedoc-Roussillon
2;35;GARNACHA 2019 - VINA ZORZAL;8.90;13.5;750;Espagne
1;35;GARNACHA BLANCA 2018 - VINA ZORZAL;9.90;13;750;Espagne
2;36;LE TRIPORTEUR ROUGE 2019;6.50;15;750;Rhône
2;37;SAUMUR 2018 - CHATEAU DU RUAU;9.50;13;750;Loire
2;37;CHÂTEAU LES REUILLES - CUVÉE HÉRITAGE 2017;9.50;13.5;750;Bordeaux
2;;MIRAL - NERO D'AVOLA 2019 - CANTINE FINA;8.95;13;750;Italie
2;38;SOPLO 2018 - RAFAEL CAMBRA;7.90;13.5;750;Espagne
2;39;MOULIN A VENT 2018 - DOMAINE DU MONT VERRIER;14.50;13.5;750;Beaujolais
2;40;75 CL DE TERROIR 2019 - DOMAINE LA CHEVALLERIE;10.99;12.5;750;Loire
3;40;DOMAINE HORGELUS - ROSE 2020;6.80;11.5;750;Sud-Ouest
2;41;GRENACHE UNDER MY SKIN 2018 - BY JEFF CARREL;12.50;15.5;750;Languedoc-Roussillon
2;42;BEAUMES DE VENISE - SAPERE AUDE 2016 - DOMAINE DE COYEUX;12.90;14.5;750;Rhône
2;43;LES AILES IMAGINAIRES 2019 - DOMAINE PUJOL;11.90;14.5;750;Languedoc-Roussillon
3;44;GOURMANDISE 2020 - LES MAITRES VIGNERONS DE LA PRESQU'ÎLE DE SAINT-TROPEZ;7.20;12.5;750;Provence-Alpes-Côte d'Azur
3;44;ROSE CHARMEUR 2020 - CHÂTEAU SAINTE CROIX;11.90;13;750;Provence-Alpes-Côte d'Azur
3;44;LA MINUETTE 2020 - DOMAINE GAYDA;9.50;12;750;Languedoc-Roussillon
2;45;LE CIRQUE 2018 - TERRES PLURIELLES;6.90;14;750;Languedoc-Roussillon
3;45;UBY ROSE N°6 2020 - DOMAINE UBY;6.60;11.5;750;Sud-Ouest
3;46;MADE IN PROVENCE COLLECTION 2020 - MIP - DOMAINE DES DIABLES;13.00;12.5;750;Provence-Alpes-Côte d'Azur
1;46;L'ETE GASCON BLANC 2020 - DOMAINE PELLEHAUT;8.75;11.5;750;Sud-Ouest
3;46;L'ETE GASCON ROSE 2020 - DOMAINE PELLEHAUT;8.75;11;750;Sud-Ouest
1;46;HAUT MARIN - N°6 - LES FOSSILES 2019;6.90;11;750;Sud-Ouest
3;46;CUVÉE PIERRES DE MOULIN 2020 - DOMAINE DE LA FOUQUETTE;12.90;12.5;750;Provence-Alpes-Côte d'Azur
3;46;LES PARCELLES ROSE DE MOUTON CADET 2020 - BARON PHILIPPE DE ROTHSCHILD;13.95;13;750;Bordeaux
1;46;UBY BYO BLANC N°21 2020 - DOMAINE UBY;8.20;11.5;750;Sud-Ouest
3;47;LE TRIPORTEUR ROSE 2020;6.50;13;750;Rhône
2;47;HARMONIE DE GASCOGNE ROUGE 2020 - DOMAINE PELLEHAUT;7.70;12.5;750;Sud-Ouest
1;47;YLIRUM BLANC 2020 - VEGA DEMARA;6.75;12;750;Espagne
1;47;SAUVIGNON BLANC - VILLA DES ANGES - JEFF CARREL;6.90;12;750;Languedoc-Roussillon
2;47;INSTINCT MARIN 2017 - CHATEAU AUZIAS;9.99;14;750;Languedoc-Roussillon
2;47;CHÂTEAU TERTRE DU BOILON 2016;8.95;13;750;Bordeaux
1;48;MÂCON LA ROCHE-VINEUSE 2018 - CHÂTEAU DE LA GREFFIÈRE;12.90;13;750;Bourgogne
2;49;LE PIGEONNIER 2019 - CAVE DE PAZAC;7.50;14.5;750;Rhône
2;50;CHATEAU DE LISSE 2016 -SAINT EMILION GRAND CRU;17.90;13;750;Bordeaux
2;51;CHATEAU DU MOULINAT 2016;14.90;13;750;Bordeaux
1;52;SANCERRE PENTE DE MAIMBRAY 2019 - DOMAINE PAUL VATTAN;17.30;13;750;Loire
1;53;LES ACACIAS 2019 - DOMAINE LE SOLLIER;11.50;13.5;750;Languedoc-Roussillon
1;54;SAINT BRIS 2018 - LA CHABLISIENNE;10.50;12.5;750;Bourgogne
2;55;ADARAS CALIZO 2019 - BODEGAS Y VIÑEDOS VENTA LA VEGA;7.90;13;750;Espagne
2;56;CHATEAU COUCHEROY 2018;17.90;13.5;750;Bordeaux
2;57;VALPOLICELLA CLASSICO 2019 - SPERI;13.50;12.5;750;Italie
2;57;COTES DU RHONE 2017 - CONTRE ETIQUETTE AMERICAINE - DOMAINE DURIEU;8.40;14.5;750;Rhône
2;57;CHATEAU REYNAUD LACOSTE 2019;7.10;13.5;750;Bordeaux
1;57;HÉRITIERS DU SUD CHARDONNAY 2020 - ALMA CERSIUS;7.00;13.5;750;Languedoc-Roussillon
3;57;MIRAFLORS 2020 - DOMAINE LAFAGE;11.20;12.5;750;Languedoc-Roussillon
3;57;GAZOUILLIS 2020 - BY JEFF CARREL;8.50;12;750;Vin de France
1;57;LES MAMETTES 2019 - BY JEFF CARREL;9.50;13;750;Languedoc-Roussillon
2;58;LUXE, CALME ET VOLUPTÉ 2018 - STÉPHANIE & LUC BAUDET;15.55;15.5;750;Languedoc-Roussillon
2;59;CHIANTI COLLI SENESI - AL CANAPO 2019 - BINDI SERGARDI;13.90;13.5;750;Italie
2;59;CUVEE CONFIDENCE 2019 - DOMAINE FOND CROZE;10.99;14.5;750;Rhône
1;60;CUVEE CLEMENCE 2019 - CHEVAL QUANCARD;8.70;12.5;750;Bordeaux
2;61;CHOREY-LES-BEAUNE - LES GOURMANDES 2018 - AEGERTER PERE ET FILS;21.99;13;750;Bourgogne
1;61;PAS VU PAS PRIS 2020 - BY JEFF CARREL;9.90;13;750;Vin de France
1;62;SAUVIGNON 2019 - CHATEAU DE VALLAGON;9.80;13;750;Loire
3;62;REFRAIN D'ETE 2020 - CHÂTEAU ROUMANIERES;9.99;13;750;Languedoc-Roussillon
1;62;CADIRETA 2020 - DOMAINE LAFAGE;11.50;13;750;Languedoc-Roussillon
2;62;EL CHAVAL 2019 - BODEGAS NODUS;6.90;13;750;Espagne
2;63;VACQUEYRAS PRESTIGE VOLUTE 2016 - ROMAIN DUVERNAY;16.50;15;750;Rhône
1;64;VIOGNIER - LA COMBE PILATE 2018 - M. CHAPOUTIER;13.90;14.5;750;Rhône
2;64;TERRE RONDE 2018 - DOMAINE LE SOLLIER;8.30;13.5;750;Languedoc-Roussillon
2;65;CHATEAU VIEUX PLANTY 2016;9.90;13;750;Bordeaux
1;65;GROS ET PETIT MANSENG DOUX N°4 2019 - DOMAINE UBY;9.90;11.5;750;Sud-Ouest
1;65;CÔTES DU RHÔNE BLANC 2018 - ROMAIN DUVERNAY;8.50;13.5;750;Rhône
2;66;ESTATE MALBEC 2018 - DONA PAULA;17.50;13.5;750;Argentine
1;66;SAUVIGNON BLANC 2019 LES FUMÉES BLANCHES - FRANÇOIS LURTON;9.95;11.5;750;Sud-Ouest
2;;A VUE DE NEZ - SANS SOUFRE 2019 - BY JEFF CARREL;9.90;14.5;750;Vin de France
2;66;GRENACHE 2019 - LES JAMELLES;8.95;13.5;750;Languedoc-Roussillon
2;66;PLAISIR ROUGE - MAITRES VIGNERONS DE VIDAUBAN;6.40;13.5;750;Provence-Alpes-Côte d'Azur
2;66;CHÂTEAU LA CROIX DE PEZ 2017;16.50;13;750;Bordeaux
1;67;MIRAL - GRILLO SICILIA 2019 - CANTINE FINA;8.95;13;750;Italie
2;68;MAS DE JON 2019;15.00;14.5;750;Languedoc-Roussillon
1;68;MARSANNE 2019 - LOUIS CHEZE;12.50;14;750;Rhône
2;68;RIOJA RESERVA - LICENCIADO 2016 - BODEGAS BURGO VIEJO;12.99;13.5;750;Espagne
2;69;BOURGOGNE PASSETOUTGRAIN 2018 - CHÂTEAU DU MICHEL;9.90;12.5;750;Bourgogne
1;69;VIOGNIER - PREMIERE NOTE 2019 - CAVE DE TAIN;9.90;14;750;Rhône
1;70;COTES DU RHONE VILLAGES BLANC - LAUDUN 2018 - DOMAINE PELAQUIE;11.90;14;750;Rhône
2;70;COTES DU RHONE - LES BORIES 2019 - ROMAIN DUVERNAY;7.90;14;750;Rhône
1;71;BRANCO LACRAU 2019 - SECRET SPOT WINES;8.99;13;750;Portugal
1;71;JAVA BLANC 2019 - DOMAINE CHIROULET;7.50;11.5;750;Sud-Ouest
2;72;CARMENERE 2019 - EL GRANO;10.00;13;750;Chili
2;73;TERRE DE BUSSIERE 2018 - DOMAINE DE LA JANASSE;14.10;14.5;750;Rhône
1;73;SHEEP SAUVIGNON BLANC 2020 - TUSSOCK JUMPER;10.90;13.5;750;Nouvelle-Zélande
1;74;CHABLIS 2019 - NAUDIN PÈRE ET FILS;14.99;12.5;750;Bourgogne
1;75;LA VIEILLE FERME BLANC 2020;7.30;13;750;Rhône
2;75;CHEMIN DE MOSCOU 2018 - DOMAINE GAYDA;23.40;14;750;Languedoc-Roussillon
3;76;ROSE BONBON 2020 - MIP - DOMAINE DES DIABLES;14.50;12.5;750;Provence-Alpes-Côte d'Azur
2;76;SERIE A MALBEC 2018 - FAMILIA ZUCCARDI;15.95;14;750;Argentine
2;77;BOURGOGNE PINOT NOIR - SIEUR AUBRY 2019 - DOMAINE DU MONT VERRIER;14.50;14.5;750;Bourgogne
2;78;TERRAMARE MONTEPULCIANO D'ABBRUZZO 2019 - CITRA VINI;6.80;13;750;Italie
3;78;ROZY COLLECTION D'ETE 2021 - VIGNOBLES DOM BRIAL;7.50;13;750;Languedoc-Roussillon
2;79;CUVEE DOMAINE 2020 - DOMAINE ROCHES NEUVES THIERRY GERMAIN;14.00;13.5;750;Loire
3;80;CABERNET D'ANJOU PRESTIGE LES TERRIADES 2020 - LES CAVES DE LA LOIRE;8.90;11;750;Loire
1;81;CHENIN - FREE RUN STEEN 2020 - MAN FAMILY WINES;11.50;13.5;750;Afrique du Sud
2;82;CHATEAUNEUF DU PAPE - CUVEE ANONYME 2016 - XAVIER VIGNON;42.90;15;750;Rhône
2;83;CARAMANY - SOUS LA MONTAGNE 2017 - JEFF CARREL;11.90;14;750;Languedoc-Roussillon
2;83;CHÂTEAU DES GRAVIÈRES 2016;12.70;13;750;Bordeaux
2;83;COTES DU RHONE - RIVE DROITE 2018 - LUC BAUDET;9.90;15;750;Rhône
2;84;CHÂTEAU GROLEAU 2015;12.50;14;750;Bordeaux
2;84;RÉSERVE 2018 - CHÂTEAU LAMOTHE-VINCENT;8.75;14.5;750;Bordeaux
1;84;LES ENFANTS TERRIBLES 2019 - CHARDONNAY - AEGERTER PERE ET FILS;8.70;13.5;750;Languedoc-Roussillon
2;85;LA VIEILLE FERME 2019;7.30;13.5;750;Rhône
2;85;OTRE AGLIANICO 2018 - CANTINE TEANUM;10.50;14;750;Italie
2;86;PERNAND VERGELESSES 2018 - MAISON CHANDESAIS;19.90;13;750;Bourgogne
2;87;MACON ROUGE 2018 - MAISON CHANDESAIS;11.50;12.5;750;Bourgogne
2;87;COTES DU RHONE 2019 - DOMAINE DE LA GUINTRANDY;7.99;14.2;750;Rhône
2;88;MARSELAN 2019 - CELLIER DES GORGES DE L'ARDECHE;7.00;15;750;Rhône
2;88;NICOLAS 2019 - DOMAINE LAFAGE;12.50;15;750;Languedoc-Roussillon
2;89;LA TIRE 2019 - BY JEFF CARREL;9.50;15;750;Languedoc-Roussillon
2;90;SEICASELLE 2018 - SALICE SALENTINO DOC - TAGARO;10.90;14;750;Italie
2;90;PIC SAINT-LOUP - COSTE D'ALEYRAC 2019 - CHÂTEAU DE LANCYRE;11.70;14.5;750;Languedoc-Roussillon
1;91;CHARDONNAY 2019 - BREAD AND BUTTER;18.90;13.5;750;Etats-Unis
2;91;SYRAHVISSANTE 2018 - LOUIS CHEZE;9.90;13.5;750;Rhône
1;;ULTIME RECOLTE 2020 - BY JEFF CARREL;9.90;12;750;Vin de France
2;91;VINA ALBERDI RESERVA 2015 - LA RIOJA ALTA;16.90;13.5;750;Espagne
2;91;COSTIERES DE NIMES - LA CIBOISE 2019 - MICHEL CHAPOUTIER;7.90;14;750;Rhône
2;92;UN(E) TOUR EN ANJOU ROUGE 2020 - SANS SULFITES AJOUTES - DOMAINE DES TROTTIERES;11.30;12.5;750;Loire
3;93;SYMPHONIE ROSE 2020 - CRU CLASSE - CHATEAU SAINTE MARGUERITE;19.50;12.5;750;Provence-Alpes-Côte d'Azur
1;94;SAINT VERAN VIEILLES VIGNES BIO 2019 - CLOSERIE DES ALISIERS;15.90;13.5;750;Bourgogne
1;94;HARMONIE DE GASCOGNE BLANC 2020 - DOMAINE PELLEHAUT;7.70;11.5;750;Sud-Ouest
1;94;HAUT MARIN - N°7 - VENUS 2019;7.40;11.5;750;Sud-Ouest
2;94;ARÔMA - SYRAH 2018 - CELLIER DES PRINCES;5.90;13.5;750;Rhône
2;94;ORELIE ROUGE 2020 - VIGNERONS ARDÉCHOIS;7.90;14.5;750;Rhône
1;95;PETIT CHABLIS PAS SI PETIT 2020 - LA CHABLISIENNE;13.99;12.5;750;Bourgogne
2;96;ARCANE XIX LE SOLEIL 2015 - XAVIER VIGNON;19.99;15;750;Rhône
2;96;CHATEAU LA BRANNE 2015 - CRU BOURGEOIS;17.20;13;750;Bordeaux
2;96;CHATEAU BEAUMONT LES PIERRIERES 2017;7.90;13.5;750;Bordeaux
2;97;FAVUGNE ROSSO 2018 - CANTINE TEANUM;6.50;13.5;750;Italie
2;98;CAIRANNE - LES VOCONCES 2018 - CAVE DE CAIRANNE;12.50;15;750;Rhône
2;98;CANTICUM ROSSO 2018 - CANTINE TEANUM;8.30;13.5;750;Italie
2;98;DOMAINE HORGELUS - PHI-LING 2017;9.90;13.5;750;Sud-Ouest
2;98;RASTEAU 2018 - PATRICK LESEC;13.50;14.5;750;Rhône
2;98;CHATEAU HAUT POUGNAN 2017;7.95;12.5;750;Bordeaux
4;99;COTEAUX BOURGUIGNONS 2018 - MAISON ALBERT BICHOT;10.50;13;750;Bourgogne
2;99;CÔTES DU RHÔNE VILLAGES PLAN DE DIEU VILLA GARANCE 2017 - ROMAIN DUVERNAY;11.50;14.5;750;Rhône
1;99;MONTFOLLET LE VALENTIN BLANC 2019;9.90;14;750;Bordeaux
1;100;CHATEAU LES MAILLERIES 2018;9.50;13.5;750;Sud-Ouest
1;100;BOURGOGNE - CHARDONNAY 2019 - CLOSERIE DES ALISIERS;10.70;13;750;Bourgogne
2;101;DOMAINE ROTIER - RENAISSANCE ROUGE 2017;14.90;13.5;750;Sud-Ouest
2;102;BAROLO 2016 - CARLO REVELLO & FIGLI;35.90;15;750;Italie
1;103;BOURGOGNE ALIGOTE 2019 - DOMAINE COLBOIS;11.90;12.5;750;Bourgogne
1;104;SAINT PERAY NOBLES RIVES 2019 - CAVE DE TAIN;17.50;13.5;750;Rhône
2;104;VINA ARDANZA RESERVA 2012 - LA RIOJA ALTA;24.90;14.5;750;Espagne
2;104;BOURGOGNE PINOT NOIR 2020 - CLOSERIE DES ALISIERS;11.90;13;750;Bourgogne
2;105;CHOREY-LES-BEAUNE 2015 - LOUIS JADOT;26.90;13;750;Bourgogne
1;105;VIEILLE MULE BLANC 2019 - BY JEFF CARREL;7.30;13.5;750;Languedoc-Roussillon
2;106;RHINO SHIRAZ GRENACHE VIOGNIER 2018 - TUSSOCK JUMPER;8.90;14.5;750;Afrique du Sud
2;107;KOALA SHIRAZ 2019 - TUSSOCK JUMPER;8.90;14.5;750;Australie
2;107;CHATEAU FERREYRES 2018;8.30;14;750;Bordeaux
1;108;GEWURZTRAMINER 2018 - LES PRINCES ABBES - DOMAINE SCHLUMBERGER;16.50;13;750;Alsace
2;108;SYRAH 2019 - LES JAMELLES;8.95;13.5;750;Languedoc-Roussillon
2;109;LILAC WINE 2019 - BY JEFF CARREL;10.95;15.5;750;Languedoc-Roussillon
2;109;VENTOUX 2019 - RESERVE SAINT DOMINIQUE;9.80;14;750;Rhône
1;110;MEURSAULT - RÉSERVE PERSONNELLE 2019 - AEGERTER PÈRE ET FILS;39.90;12.5;750;Bourgogne
2;110;OTRE PRIMITIVO 2019 - CANTINE TEANUM;10.40;15;750;Italie
2;110;SAINT ESPRIT 2019 - MAISON DELAS FRERES;10.90;14.5;750;Rhône
2;110;GUILLAUME AURELE PINOT NOIR 2019 - ALMA CERSIUS;7.50;13.5;750;Languedoc-Roussillon
2;110;COTEAUX BOURGUIGNONS GRANDE QV 2020 - VIGNERONS DE BEL AIR;7.50;13;750;Bourgogne
2;111;HERITAGE 2018 - CHATEAU LAMOTHE-VINCENT;12.95;14.5;750;Bordeaux
2;112;MANCUSO GARNACHA 2018 - J. NAVASCUES ENOLOGIA;13.90;14.5;750;Espagne
2;113;TALMA GARNACHA 2019 - ALCENO;7.20;13;750;Espagne
2;114;MARANGES 1ER CRU - CLOS DES LOYERES 2019 - CHÂTEAU DE LA CHARRIERE;23.90;13;750;Bourgogne
2;114;CHATEAU HAUT-BASCLA 2019;6.60;13;750;Bordeaux
1;114;CHARDONNAY 2020 - DOMAINE GAYDA;8.00;13.5;750;Languedoc-Roussillon
1;114;VIOGNIER 2020 - DOMAINE GAYDA;8.00;13;750;Languedoc-Roussillon
2;115;LES SORCIERES 2020 DU CLOS DES FEES - HERVE BIZEUL & ASSOCIÉS;14.40;13.5;750;Languedoc-Roussillon
3;116;CUVEE DU BATONNIER ROSE 2020 - DOMAINE DE VALDITION;12.00;13;750;Provence-Alpes-Côte d'Azur
1;116;BLANC ACACIA 2020 - CHÂTEAU SAINTE CROIX;11.90;13;750;Provence-Alpes-Côte d'Azur
2;117;SAVIGNY LES BEAUNE - LES PIMENTIERS 2017 - ARNOUX PERE ET FILS;29.90;13;750;Bourgogne
3;117;ESSENTIELLE ROSE 2020 - DOMAINE DES MASQUES;11.75;13;750;Provence-Alpes-Côte d'Azur
2;118;N°1 2018 - DOMAINE ALEXIS BOUCARD;10.90;13;750;Loire
3;118;MUSE 2020 - DOMAINE DE MONTINE;9.50;13;750;Rhône
2;119;BEAUJOLAIS VILLAGES - LE PERREON 2019 - DOMAINE DE LA MADONE;10.99;13;750;Beaujolais
2;119;CHATEAU HAUT-BRION 2010 - 1ER CRU CLASSE;890.00;15;750;Bordeaux
1;120;CHATEAU SIGALAS RABAUD 2010 - 1ER CRU CLASSE;44.90;13.5;750;Bordeaux
2;120;CHATEAU POITEVIN 2015 - CRU BOURGEOIS;17.90;13;750;Bordeaux
2;121;ARCANE IX L'HERMITE 2016 - XAVIER VIGNON;29.90;14.5;750;Rhône
2;121;CAIRANNE 2016 - XAVIER VIGNON;16.90;14.5;750;Rhône
2;122;CLOS VOUGEOT GRAND CRU 2014 - CAMILLE GIROUD;177.00;13;750;Bourgogne
2;122;CHATEAU PIERRAIL 2016;14.50;14.5;750;Bordeaux
2;123;PRESTIGE 2018 - CHATEAU PUECH HAUT;16.60;14.5;750;Languedoc-Roussillon
2;123;CHATEAU BALLUE-MONDON 2016;8.40;13;750;Bordeaux
2;124;CHATEAU DAUZAC 2016;48.90;13.5;750;Bordeaux
2;125;CROZES HERMITAGE 2018 - ROMAIN DUVERNAY;17.90;14;750;Rhône
1;125;FLYING SOLO BLANC 2019 - DOMAINE GAYDA;7.00;13;750;Languedoc-Roussillon
1;126;VINA ESMERALDA 2019 - TORRES;11.50;11.5;750;Espagne
3;126;CLOS MIREILLE 2019 - DOMAINES OTT;24.90;14;750;Provence-Alpes-Côte d'Azur
2;127;SAINT AMOUR 2018 - DOMAINE DE LA PIROLETTE;17.90;14.5;750;Beaujolais
2;128;CHASSAGNE-MONTRACHET ROUGE - MAISON LOUIS LATOUR 2017;42.90;13.5;750;Bourgogne
1;129;TRADITION 2018 - DOMAINE DE FERRANT;11.50;13.5;750;Sud-Ouest
1;130;POUILLY FUISSE - TETE DE CUVEE 2018 - CHATEAU FUISSE;25.90;13.5;750;Bourgogne
1;131;JARDIN DES CHARMES SAUVIGNON 2019 - ALMA CERSIUS;7.10;12.5;750;Languedoc-Roussillon
1;132;CHABLIS 2019 - DOMAINE COLBOIS;15.00;13;750;Bourgogne
2;132;LA PEÑA 2018 - BODEGAS EL ANGOSTO;7.90;13.5;750;Espagne
2;132;FUERZA 2017 - EGO BODEGAS;11.90;14.5;750;Espagne
2;133;LA POMPADOUR 2018 - CAVE DE CASTELMAURE;13.50;14.5;750;Languedoc-Roussillon
2;134;PEÑAMONTE TORO 2016 - BODEGAS RIOJANAS;8.95;14.5;750;Espagne
2;134;LIRAC - CLOS DE SIXTE 2017 - ALAIN JAUME;17.60;15;750;Rhône
2;135;CÔTE RÔTIE- LÖSS 2018 - DOMAINE STÉPHANE PICHAT;33.00;14;750;Rhône
2;136;SAINT-JOSEPH CUVEE PAPY 2018 - STEPHANE MONTEZ DU MONTEILLET;23.90;14;750;Rhône
1;136;RIESLING 2016 - LES PRINCES ABBES - DOMAINE SCHLUMBERGER;12.90;12.5;750;Alsace
2;137;HAUTES COTES DE NUITS 2019 - DOMAINE PANSIOT;15.90;12.5;750;Bourgogne
2;137;LES COMPLICES 2018 BY PUECH HAUT;9.99;14;750;Languedoc-Roussillon
2;137;LES ENFANTS TERRIBLES 2019 - PINOT NOIR - AEGERTER PERE ET FILS;8.70;13;750;Languedoc-Roussillon
2;137;BOURGOGNE PINOT NOIR BIO 2019 - STEPHANE BROCARD;14.90;12.5;750;Bourgogne
2;137;CHÂTEAU MANGOT 2018;30.90;14.5;750;Bordeaux
2;138;HERMITAGE - LA PETITE CHAPELLE 2013 - MAISON PAUL JABOULET AINE;56.90;13.5;750;Rhône
2;139;ALBARAN 2019 - MOULIN DE GASSAC;11.60;13.5;750;Languedoc-Roussillon
1;140;MUSCADET SEVRE ET MAINE LES ECOTAIS 2018 - LOIRE PROPRIETES;7.50;12;750;Loire
1;141;COTES DU RHONE BLANC 2019 - E.GUIGAL;10.90;14.5;750;Rhône
